0,0,0.050910789
0,1,0.046240075
0,2,0.050443718
0,3,0.04483886
0,4,0.04483886
0,5,0.045305932
0,6,0.056982718
0,7,0.043437646
0,8,0.08313872
0,9,0.105091079
0,10,0.091078935
0,11,0.105091079
0,12,0.102755722
0,13,0.094815507
0,14,0.110228865
0,15,0.044371789
0,16,0.079402149
0,17,0.089677721
0,18,0.093881364
0,19,0.123306866
0,20,0.122839794
0,21,0.14058851
0,22,0.026623073
0,23,0.027090145
0,24,0.009808501
0,25,0.079402149
0,26,0.018215787
0,27,0.021952359
0,28,0.014479215
0,29,0.047174218
0,30,0.035497431
0,31,0.031760859
0,32,0.002802429
0,33,0.027090145
0,34,0.034096217
0,35,0.040635217
1,0,0.047641289
1,1,0.049509575
1,2,0.044371789
1,3,0.03829986
1,4,0.053246147
1,5,0.049509575
1,6,0.064922933
1,7,0.049042504
1,8,0.099953293
1,9,0.130780009
1,10,0.097617936
1,11,0.112097151
1,12,0.12470808
1,13,0.097150864
1,14,0.109761794
1,15,0.035497431
1,16,0.085941149
1,17,0.092947221
1,18,0.09901915
1,19,0.117234937
1,20,0.110695936
1,21,0.137786081
1,22,0.029425502
1,23,0.022886502
1,24,0.010275572
1,25,0.075665577
1,26,0.01588043
1,27,0.021018216
1,28,0.021018216
1,29,0.027557216
1,30,0.028491359
1,31,0.032227931
1,32,0.002335357
1,33,0.018682858
1,34,0.021952359
1,35,0.029892574
2,0,0.04483886
2,1,0.052312004
2,2,0.050443718
2,3,0.051377861
2,4,0.056515647
2,5,0.049509575
2,6,0.056048575
2,7,0.042503503
2,8,0.088743578
2,9,0.107426436
2,10,0.100887436
2,11,0.124241009
2,12,0.106492293
2,13,0.10228865
2,14,0.127510509
2,15,0.034563288
2,16,0.085007006
2,17,0.089677721
2,18,0.094348435
2,19,0.113031294
2,20,0.112564222
2,21,0.113498365
2,22,0.024287716
2,23,0.018682858
2,24,0.012143858
2,25,0.068192433
2,26,0.020084073
2,27,0.020551144
2,28,0.018215787
2,29,0.05418029
2,30,0.040635217
2,31,0.030826716
2,32,0
2,33,0.02568893
2,34,0.035497431
2,35,0.056515647
3,0,0.059785147
3,1,0.046707146
3,2,0.050443718
3,3,0.050443718
3,4,0.049042504
3,5,0.046707146
3,6,0.051844932
3,7,0.035497431
3,8,0.124241009
3,9,0.14058851
3,10,0.119103223
3,11,0.127510509
3,12,0.134983652
3,13,0.116767865
3,14,0.135917795
3,15,0.03829986
3,16,0.075665577
